Costitems,CostType,hours,customer,estimator,status,projectName,dateUpdated,dateCreated,projectNumber,Quantity,cost,sales
Foundation Labor ,Labor,1440,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/12/2025,2508 - HLC,1440,"$54,720.00 ","$73,324.80 "
4500 Psi Clayton Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/6/2025,2506 - CL ,278,"$54,713.18 ","$72,768.53 "
3500 psi Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Foxcraft Cabinets,1/16/2026,12/30/2025,2511-FC,387,"$54,354.15 ","$72,291.02 "
Slab On Grade Concrete  ,Part,0,J.E. Horst Building and Remodeling,Steffy Rick,Bid Submitted,L&L Marketplace,1/16/2026,12/29/2025,2512 - LLM,305,"$53,375.00 ","$72,056.25 "
Slab On Grade Labor ,Labor,1425,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/1/2025,2506 - CL ,1425,"$54,150.00 ","$72,019.50 "
Wall Concrete,Part,0,CCS Building Group,Steffy Rick,Bid Submitted,Mosaic,1/16/2026,11/11/2025,2507 - M,400,"$54,060.00 ","$71,899.80 "
Poured Wall Subcontractor / Groffdale ,Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/13/2025,GR-25-001 ,1000,"$63,000.00 ","$71,820.00 "
Poured Wall Subcontractor ,Subcontractor,0,Keystruct Construction LLC,Steffy Rick,Bid Submitted,Yale Electric,1/16/2026,10/31/2025,2510 - YE,1,"$63,710.00 ","$71,355.20 "
Poured Wall Subcontractor ,Subcontractor,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,100,"$63,800.00 ","$70,818.00 "
Supervision ,Labor,960,CCS Building Group,Steffy Rick,Bid Submitted,Mosaic,1/16/2026,11/11/2025,2507 - M,960,"$52,800.00 ","$70,224.00 "
Wire Mesh 6 ga  (2.9x2.9 6x6) 8'x15' Sheet,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/18/2025,2508 - HLC,1534,"$52,248.04 ","$70,012.37 "
4000 Psi DVC Concrete,Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/4/2025,GR-25-001 ,385,"$52,032.75 ","$69,723.89 "
Slab On Grade Concrete  ,Part,0,"Professional Design & Construction, LLC",Steffy Rick,Bid Submitted,Stable Hollow Facility,1/16/2026,4/7/2025,SHF - 25 - 001,379,"$51,221.85 ","$68,125.06 "
3500 LW DVC Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,217,"$48,649.23 ","$68,108.92 "
 4000 Psi DVC Concrete,Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/11/2025,GR-25-001 ,375,"$50,681.25 ","$67,912.88 "
Site Concrete Labor ,Labor,1342,CH+N Site,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,1342,"$50,996.00 ","$67,824.68 "
Site Concrete Labor ,Labor,1342,Horst Excavating,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,1342,"$50,996.00 ","$67,824.68 "
Excavation And Backfill Labor ,Labor,840,"Milex Construction, LLC",Stoltzfus Jr Isaac,Accepted,Sadsbury Commons,1/16/2026,11/19/2025,2508 - SC,840,"$50,400.00 ","$67,536.00 "
Travel Labor,Labor,438.9,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/18/2025,2508 - HLC,438.9,"$50,034.60 ","$67,046.37 "
4500 Psi Rohrers Slab On Grade Concrete  ,Part,0,"Caldwell, Heckles and Egan, Inc.",Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/17/2025,RM-25-001,343,"$49,265.09 ","$66,015.22 "
4500 Psi Rohrers Slab On Grade Concrete  ,Part,0,eciConstruction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,343,"$49,265.09 ","$66,015.22 "
4500 Psi Rohrers Slab On Grade Concrete  ,Part,0,George Allen Construction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,343,"$49,265.09 ","$66,015.22 "
Slab On Grade Labor ,Labor,864,High Construction Company,Steffy Rick,Bid Submitted,Highlands Flex Warehouse,1/16/2026,10/14/2025,2510 - HFW,864,"$32,832.00 ","$65,992.32 "
Poured Wall Subcontractor ,Subcontractor,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/18/2025,CA-25-001,100,"$60,500.00 ","$65,945.00 "
4000 Psi Concrete  ,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Godshall's Quality Meats,1/16/2026,5/2/2025,2505-GM,323,"$47,158.00 ","$65,549.62 "
 4000 Psi Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,321,"$48,753.48 ","$64,842.13 "
Poured Wall Subcontractor / Groffdale ,Part,0,American Construction And Concrete,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/20/2025,TS-25-001,1000,"$57,000.00 ","$63,840.00 "
Slab On Grade Labor ,Labor,1256,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,1256,"$47,728.00 ","$63,478.24 "
Slab On Grade Labor ,Labor,1232,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,1232,"$46,816.00 ","$62,265.28 "
4000 psi Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Lancaster Log Cabins 2025,1/16/2026,8/5/2025,2507-LLC,330.97,"$46,484.74 ","$61,824.70 "
Poured Wall Subcontractor ,Subcontractor,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/14/2025,CA-25-001,100,"$56,600.00 ","$61,694.00 "
Wall Labor,Labor,1200,CCS Building Group,Steffy Rick,In Progress,Memory Care Meditation Building,1/16/2026,11/24/2025,2511 - MCMB,1200,"$45,600.00 ","$61,560.00 "
4500 Psi DVC Concrete  ,Part,0,Caritas Construction,Stoltzfus Jr Isaac,Bid Submitted,Orchard Square 2,1/16/2026,6/17/2025,2506-OS ,151,"$46,239.22 ","$61,498.16 "
4000 Psi Rohrers Concrete  ,Part,0,MK Builders,Stoltzfus Jr Isaac,Bid Submitted,Lumber Storage Building,1/16/2026,8/29/2025,2508 - LS,308,"$44,968.00 ","$60,706.80 "
Slab On Grade Labor ,Labor,1175,"Ames Construction, Inc.",Stoltzfus Jr Isaac,Accepted,Giant #6582,1/16/2026,12/3/2025,2508 - GI,1175,"$44,650.00 ","$60,277.50 "
Slab On Grade Concrete  ,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/18/2025,2508 - HLC,304.27,"$44,831.14 ","$60,073.73 "
Slab On Grade Concrete  ,Part,0,Rocky View Construction,Steffy Rick,Bid Submitted,Glicks Woodworks,1/16/2026,7/14/2025,2506-GW,333.86,"$45,121.18 ","$60,011.17 "
Slab On Grade Concrete  ,Part,0,Modern Country Homes,Steffy Rick,Bid Submitted,Modern Country Homes,1/16/2026,9/9/2025,2509 - MCH,255,"$44,734.65 ","$59,944.43 "
4000 Psi DVC Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,261,"$42,743.97 ","$59,841.56 "
Poured Wall Subcontractor ,Subcontractor,0,Conowongo Builders,Steffy Rick,Lost,Hanover Community Church,1/16/2026,10/29/2025,2510 - HCC,1,"$52,965.00 ","$59,320.80 "
3000 Psi DVC Concrete  ,Part,0,Scenic Ridge Construction,Stoltzfus Jr Isaac,Bid Submitted,Sadsbury Commons,1/16/2026,9/10/2025,2508 - SC,309,"$44,496.00 ","$58,734.72 "
Slab On Grade Labor ,Labor,576,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Fellowship Community - IL Apartment Building,1/16/2026,9/23/2025,2509 - FCAB,576,"$43,776.00 ","$58,222.08 "
Slab On Grade Labor ,Labor,1140,"Centurion Construction Group, LLC",Steffy Rick,Bid Submitted,Burkentine Warehouse,1/16/2026,4/8/2025,BW - 25 - 001,1140,"$43,320.00 ","$58,048.80 "
 Excavation Subcontractor / BN Excavating ,Part,0,American Construction And Concrete,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/20/2025,TS-25-001,1000,"$51,706.48 ","$57,911.26 "
Slab On Grade Labor ,Labor,1140,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Cozy Cabins,1/16/2026,8/21/2025,2508-CC,1140,"$43,320.00 ","$57,615.60 "
4000 Psi Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,285,"$43,285.80 ","$57,570.11 "
Poured Wall Subcontractor \ Groffdale ,Subcontractor,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/3/2025,2506 - CL ,100,"$50,000.00 ","$57,500.00 "
4000 Psi Concrete with Fiber  ,Part,0,Weaver Construction,Stoltzfus Jr Isaac,Bid Submitted,Lancaster Archery,1/16/2026,12/1/2025,2506-LA,250,"$40,500.00 ","$56,700.00 "
Travel Labor,Labor,1115,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/6/2025,2506 - CL ,1115,"$42,370.00 ","$56,352.10 "
#5 Rebar - 20' Pc,Part,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,3585,"$40,152.00 ","$55,811.28 "
Site Concrete  ,Part,0,"B.R. Kreider & Son, Inc.",Steffy Rick,Lost,Hershey Park Artist Compound,1/16/2026,10/9/2025,2510 - HPAC,273,"$38,342.85 ","$55,597.13 "
Poured Wall Subcontractor / Weiler Walls ,Subcontractor,0,"A & E Construction, Inc.",Stoltzfus Jr Isaac,Lost,Giant Food Store #6582,1/16/2026,10/30/2025,2508 - GI,100,"$49,970.00 ","$55,466.70 "
Poured Wall Subcontractor / Weiler Walls ,Subcontractor,0,"Ames Construction, Inc.",Stoltzfus Jr Isaac,Accepted,Giant #6582,1/16/2026,12/3/2025,2508 - GI,100,"$49,970.00 ","$55,466.70 "
Poured Wall Subcontractor / Weiler Walls ,Subcontractor,0,Lynmar Builders,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/30/2025,2508 - GI,100,"$49,970.00 ","$55,466.70 "
Poured Wall Subcontractor / Weiler Walls ,Subcontractor,0,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/27/2025,2508 - GI,100,"$49,970.00 ","$55,466.70 "
4000 Psi Clayton Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,9/29/2025,2506 - CL ,241,"$41,468.87 ","$55,153.60 "
Foundation Labor ,Labor,720,High Construction Company,Steffy Rick,Bid Submitted,Highlands Flex Warehouse,1/16/2026,10/15/2025,2510 - HFW,720,"$27,360.00 ","$54,993.60 "
Poured Wall Subcontractor / Weiler Walls ,Subcontractor,0,Metropolitan Companies,Stoltzfus Jr Isaac,Lost,Dublin Village II Apartments ,1/16/2026,4/28/2025,DV-25-001,100,"$47,990.00 ","$54,708.60 "
 Excavation Sub - Contractor / B.R. Kreider ,Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/13/2025,GR-25-001 ,1,"$47,525.00 ","$54,178.50 "
4000 Psi Trans-Fleet Concrete  ,Part,0,Warfel Construction,Stoltzfus Jr Isaac,In Progress,Tel Hai Health Center,1/16/2026,9/17/2025,2506 - TH,284,"$42,310.32 ","$54,157.21 "
Stone Grading Labor,Labor,672,"Milex Construction, LLC",Stoltzfus Jr Isaac,Accepted,Sadsbury Commons,1/16/2026,11/19/2025,2508 - SC,672,"$40,320.00 ","$54,028.80 "
Stoltzfus Crane Rental Or Similar  ,Subcontractor,0,CCS Building Group,Steffy Rick,Bid Submitted,Mosaic,1/16/2026,11/11/2025,2507 - M,1,"$48,000.00 ","$53,760.00 "
Pier Labor ,Labor,1061,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,1061,"$40,318.00 ","$53,622.94 "
Slab On Grade Labor ,Labor,1056,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,1056,"$40,128.00 ","$53,370.24 "
 4500 Psi DVC Concrete,Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/8/2025,GR-25-001 ,290,"$39,808.30 ","$53,343.12 "
3500 psi Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Lancaster Log Cabins 2025,1/16/2026,8/5/2025,2507-LLC,285.29,"$40,068.98 ","$53,291.74 "
Slab On Grade Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Dan Rysewski,1/16/2026,12/15/2025,2512 - DR,264,"$39,877.20 ","$53,036.68 "
4000 Psi Trans-Fleet Concrete  ,Part,0,Warfel Construction,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/23/2025,2508 - OT,273,"$39,227.37 ","$52,172.40 "
4000 Psi Trans-Fleet Concrete  ,Part,0,Wohlsen Construction Company,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/16/2025,2508 - OT,273,"$39,227.37 ","$52,172.40 "
Slab On Grade Labor ,Labor,1020,"C. Raymond Davis & Sons, Inc.",Steffy Rick,Bid Submitted,Mercedes of Wilmington,1/16/2026,8/26/2025,2508 - MOW,1020,"$38,760.00 ","$51,938.40 "
Slab On Grade Labor ,Labor,1020,Paul Risk Construction,Steffy Rick,Bid Submitted,Mercedes of Wilmington PR,1/16/2026,9/8/2025,2508 - MOWPR,1020,"$38,760.00 ","$51,938.40 "
Site Concrete - Hess Ready Mix,Part,0,Onvo,Steffy Rick,Lost,Onvo Paid Truck Parking,1/16/2026,8/11/2025,2508 - OPTP,202,"$37,899.24 ","$51,921.96 "
Site Concrete Labor ,Labor,1026,CH+N Site,Stoltzfus Jr Isaac,Bid Submitted,Reserve at Eagles Landing,1/16/2026,6/19/2025,2506-RE,1026,"$38,988.00 ","$51,854.04 "
4000 psi Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Weavertown Mennonite School,1/16/2026,12/1/2025,2511-WMS,138.5,"$38,904.66 ","$51,743.18 "
Site Concrete Labor ,Labor,1020,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/6/2025,2506 - CL ,1020,"$38,760.00 ","$51,550.80 "
5000 Psi Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,211,"$38,705.84 ","$51,478.77 "
4000 Psi Rohrers Concrete,Part,0,"Caldwell, Heckles and Egan, Inc.",Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,2/27/2025,RM-25-001,271,"$38,349.21 ","$51,387.94 "
4000 Psi Rohrers Concrete,Part,0,eciConstruction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,271,"$38,349.21 ","$51,387.94 "
4000 Psi Rohrers Concrete,Part,0,George Allen Construction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,271,"$38,349.21 ","$51,387.94 "
Wire Mesh 6 ga (2.9x2.9 6x6) 5'x10' Sheet,Part,0,Brecknock Builders LLC,Swinehart Shelly,Bid Submitted,Rushtown Poultry,1/16/2026,11/20/2025,2511-RP,2612,"$38,579.24 ","$51,310.39 "
Wire Mesh 6 ga (2.9x2.9 6x6) 5'x10' Sheet,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Rushtown Poultry,1/16/2026,11/6/2025,2511-RP,2612,"$38,579.24 ","$51,310.39 "
Site Concrete  ,Part,0,J.E. Horst Building and Remodeling,Steffy Rick,Bid Submitted,L&L Marketplace,1/16/2026,12/29/2025,2512 - LLM,216,"$37,800.00 ","$51,030.00 "
3500 Psi Trans-Fleet Concrete  ,Part,0,Warfel Construction,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/23/2025,2508 - OT,270,"$38,223.90 ","$50,837.79 "
3500 Psi Trans-Fleet Concrete  ,Part,0,Wohlsen Construction Company,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/16/2025,2508 - OT,270,"$38,223.90 ","$50,837.79 "
4000 psi Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,In Progress,Shank Door Site,1/16/2026,4/9/2025,SDS-25-001,281.9,"$38,098.79 ","$50,671.38 "
 4000 Psi DVC Concrete,Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/10/2025,GR-25-001 ,275,"$37,166.25 ","$49,802.78 "
Site Concrete  ,Part,0,Wohlsen Construction Company,Steffy Rick,Lost,Crossroads Beverage,1/16/2026,4/3/2025,CB - 25 - 001,256.26,"$37,349.90 ","$49,675.36 "
#9 Rebar - 20' Pc,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,877,"$35,378.18 ","$49,529.45 "
Site Concrete Labor ,Labor,965,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,965,"$36,670.00 ","$49,504.50 "
4000 Psi Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,242.5,"$36,830.90 ","$48,985.10 "
Slab On Grade Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Village Farm Market ,1/16/2026,12/31/2025,2512 - VFM,262,"$36,797.90 ","$48,941.21 "
Slab On Grade Concrete  ,Part,0,Paul Risk Construction,Steffy Rick,Bid Submitted,Piazza Porsche,1/16/2026,8/8/2025,2508-PP,227,"$36,320.00 ","$48,668.80 "
Slab On Grade Labor ,Labor,960,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Cozy Cabins,1/16/2026,8/13/2025,2508-CC,960,"$36,480.00 ","$48,518.40 "
Site Concrete Labor ,Labor,952,CH+N Site,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/5/2026,2601 - GLC,952,"$36,176.00 ","$48,114.08 "
Site Concrete Labor ,Labor,952,Horst Excavating,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,952,"$36,176.00 ","$48,114.08 "
4000 Psi Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,236,"$35,843.68 ","$47,672.09 "
Certi-Vex 244 OW Aim  5 gal,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Lancaster Log Cabins 2025,1/16/2026,8/5/2025,2507-LLC,84,"$35,772.24 ","$47,577.08 "
Class AA 3500 Psi Concrete  ,Part,0,"Milex Construction, LLC",Stoltzfus Jr Isaac,Accepted,Sadsbury Commons,1/16/2026,11/19/2025,2508 - SC,227,"$35,393.84 ","$47,427.75 "
Site Concrete Labor ,Labor,936,CH+N Site,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,936,"$35,568.00 ","$47,305.44 "
Site Concrete Labor ,Labor,936,Horst Excavating,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,936,"$35,568.00 ","$47,305.44 "
3000 Psi Trans-fleet Concrete  ,Part,0,Warfel Construction,Stoltzfus Jr Isaac,In Progress,Tel Hai Health Center,1/16/2026,9/17/2025,2506 - TH,255,"$36,847.50 ","$47,164.80 "
Slab On Grade Concrete - Rohrers,Part,0,Heck Construction,Steffy Rick,Bid Submitted,Cloister Warehouse,1/16/2026,11/18/2025,2511 - CW,251,"$35,252.95 ","$46,886.42 "
Site Concrete Labor ,Labor,915,"Milex Construction, LLC",Stoltzfus Jr Isaac,Accepted,Sadsbury Commons,1/16/2026,11/19/2025,2508 - SC,915,"$34,770.00 ","$46,591.80 "
 Excavation ,Part,0,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/7/2025,TS-25-001,1000,"$41,558.65 ","$46,545.69 "
4000 Psi Concrete  ,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Godshall's Quality Meats,1/16/2026,5/2/2025,2505-GM,229,"$33,434.00 ","$46,473.26 "
5000 Psi DVC Concrete  ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,183,"$33,073.59 ","$46,303.03 "
Foundation Labor ,Labor,606,High Construction Company,Steffy Rick,Bid Submitted,Highlands Flex Warehouse,1/16/2026,10/15/2025,2510 - HFW,606,"$23,028.00 ","$46,286.28 "
4000 Psi Rohrers Concrete  ,Part,0,AB Martin,Stoltzfus Jr Isaac,In Progress,AB Martin 34 Denver Road,1/16/2026,8/2/2025,2508-AB,254,"$34,544.00 ","$45,943.52 "
4000 Psi Rohrers Concrete,Part,0,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,In Progress,UGI Middletown Warehouse,1/16/2026,4/8/2025,MW-25-001,258.5,"$34,662.27 ","$45,754.19 "
3500 psi Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Martin Appliance- Reading,1/16/2026,9/18/2025,2509-MAR,227,"$34,288.35 ","$45,603.51 "
Site Concrete Labor ,Labor,614,Berg Construction,Steffy Rick,Bid Submitted,Lanchester Landfill - WAGA Energy,1/16/2026,8/27/2025,2508 - LLWE,614,"$33,770.00 ","$45,251.80 "
Slab On Grade Labor ,Labor,288,Groffdale Concrete Walls,Steffy Rick,Bid Submitted,The Residences At Mill Creek,1/16/2026,7/15/2025,2507 - TRMC,288,"$32,832.00 ","$44,323.20 "
2B Stone ,Part,0,"Milex Construction, LLC",Stoltzfus Jr Isaac,Accepted,Sadsbury Commons,1/16/2026,11/19/2025,2508 - SC,1734,"$32,946.00 ","$44,147.64 "
Foundation Concrete  ,Part,0,High Construction Company,Steffy Rick,Bid Submitted,Highlands Flex Warehouse,1/16/2026,10/15/2025,2510 - HFW,281,"$39,466.45 ","$43,807.76 "
Foundation Concrete  ,Part,0,"Professional Design & Construction, LLC",Steffy Rick,Bid Submitted,Stable Hollow Facility,1/16/2026,4/4/2025,SHF - 25 - 001,242.92,"$32,830.64 ","$43,664.75 "
Foundation Labor ,Labor,568,High Construction Company,Steffy Rick,Bid Submitted,Highlands Flex Warehouse,1/16/2026,10/15/2025,2510 - HFW,568,"$21,584.00 ","$43,383.84 "
Slab On Grade Concrete  ,Part,0,J.E. Horst Building and Remodeling,Steffy Rick,In Progress,Blue Ridge School,1/16/2026,8/13/2025,2508 - BRS,198.59,"$32,417.83 ","$43,115.72 "
4000 Psi Trans-Fleet Concrete  ,Part,0,"A & E Construction, Inc.",Stoltzfus Jr Isaac,Bid Submitted,Village at Painters Crossing ,1/16/2026,12/23/2025,2512 - PC,204,"$31,620.00 ","$43,003.20 "
4000 Psi Trans-Fleet Concrete  ,Part,0,Caritas Construction,Stoltzfus Jr Isaac,Bid Submitted,Village at Painters Crossing ,1/16/2026,12/24/2025,2512 - PC,204,"$31,620.00 ","$43,003.20 "
 3500 psi Concrete with F100 Fiber,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Delayed,Mountain Supply,1/16/2026,3/4/2025,MOU-25-001,195.84,"$32,149.09 ","$42,758.30 "
3000 Psi Trans-Fleet Concrete  ,Part,0,Warfel Construction,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/23/2025,2508 - OT,230.5,"$32,143.23 ","$42,750.49 "
3000 Psi Trans-Fleet Concrete  ,Part,0,Wohlsen Construction Company,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/16/2025,2508 - OT,230.5,"$32,143.23 ","$42,750.49 "
Telehandler 8000 lb (In-House),Equipment,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/18/2025,2508 - HLC,4,"$38,160.00 ","$42,739.20 "
Vapor Barrier ,Part,0,Warfel Construction,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/24/2025,2508 - OT,29,"$31,900.00 ","$42,427.00 "
